ID,X,Y
92,86,157
92,88,157
92,84,156
92,83,157
92,84,158
92,82,155
92,80,156
92,82,155
92,83,156
92,85,156
92,86,155
92,83,153
92,81,153
92,79,151
92,82,153
92,84,153
92,86,155
92,89,155
92,90,156
